VideoId,Label
ax27,11 20 22 26 13 29 6 15 32 8
2l27,14 5 15 16 11 2 18 7 49 8
4x27,2 7 0 17 19 1 15 12 14 48
WI27,26 11 15 5 2 18 21 7 49 0
7Q27,9 4 10 13 37 15 18 3 28 6
zv27,3 6 8 4 13 18 10 0 11 15
r627,5 1 16 0 15 6 11 26 4 8
s527,8 6 0 1 3 12 15 16 4 61
D427,0 1 5 16 35 12 27 42 36 15
wW27,12 15 0 2 8 13 18 4 6 19
Jv27,39 49 15 50 65 11 21 18 66 26
Ck27,0 12 1 52 15 2 5 35 17 7
u027,0 12 1 5 2 15 49 7 16 11
Ky27,0 1 27 35 42 15 7 36 11 23
4X27,0 12 2 15 1 19 7 17 18 11
D127,8 6 4 3 13 10 41 9 15 18
Ad27,51 56 77 45 137 13 2 4 0 456
sA27,7 2 17 19 15 0 12 1 48 18
b327,1 0 27 23 35 21 36 15 42 5
5Z27,2 7 3 8 6 13 15 18 9 4
8U27,4 9 3 10 13 6 28 8 38 33
ky27,1 7 15 2 0 11 23 21 18 24
iU27,2 7 17 15 18 19 11 75 76 12
Qy27,1 0 5 16 27 15 35 12 2 17
ns27,62 2 7 251 270 26 11 646 18 411
ql27,15 39 50 11 18 1 26 65 13 0
wa27,0 1 27 35 15 11 2 7 42 23
rq27,1 0 27 36 35 17 42 2 15 12
1W27,0 15 1 11 8 161 18 16 2 35
c027,1 0 35 5 16 15 7 17 2 19
nG27,15 12 11 2 195 18 7 0 342 49
k827,4 3 6 13 10 9 8 28 15 38
jY27,0 12 1 35 19 2 5 17 15 16
Zh27,21 0 23 1 24 73 2 15 12 27
Tv27,23 21 26 2 7 1 0 11 15 24
wY27,5 16 15 49 0 18 11 1 6 8
QV27,0 1 27 15 11 23 42 21 26 18
cf27,2 7 15 26 62 11 0 23 21 1
3I27,4 3 13 10 6 9 8 54 28 15
lu27,15 18 11 0 67 1 170 2 26 314
fq27,4 9 10 13 34 6 3 8 28 38
HN27,0 1 14 5 35 16 42 15 12 6
lN27,7 2 11 15 18 0 49 21 1 12
Dp27,0 2 7 12 17 19 15 1 11 35
qF27,3 4 13 6 10 8 9 28 33 38
LV27,0 1 5 193 740 16 6 3 8 844
C727,0 1 35 5 16 15 17 12 7 19
UY27,17 19 2 7 13 1 15 0 6 659
2m27,6 8 3 0 5 16 12 4 15 14
UT27,15 18 11 59 5 4 2 49 0 6
8d27,0 1 42 15 93 449 12 2 102 17
uP27,0 12 1 16 5 19 35 15 25 2
A327,1 0 35 15 17 36 16 19 7 42
RY27,14 0 2 15 5 7 1 18 9 6
mw27,15 18 11 60 220 291 126 67 276 26
5127,4 0 5 15 3 8 2 13 6 18
9x27,3 6 4 8 13 10 28 54 9 15
uy27,15 5 49 18 11 0 14 12 2 16
oZ27,18 15 43 2 11 59 76 60 101 9
1727,11 21 18 15 66 49 50 26 20 293
qf27,4 5 13 6 3 8 9 10 18 15
Kt27,0 1 35 27 16 5 17 19 42 15
AE27,0 52 125 70 15 8 6 12 2 1
B127,11 22 20 29 15 32 18 2 13 8
bl27,0 5 1 12 16 19 15 17 35 4
Xi27,0 1 5 7 2 27 15 12 11 35
jm27,26 11 21 15 23 18 49 0 12 73
O927,3 6 4 5 8 14 13 16 15 9
NE27,3 4 6 13 10 9 8 28 38 33
uS27,13 4 3 6 8 9 10 33 15 28
nZ27,5 0 16 1 26 4 13 3 6 11
FS27,12 0 19 2 16 15 17 7 5 1
iL27,17 2 30 15 19 18 340 143 427 11
m727,15 2 1 11 7 18 0 5 49 26
GZ27,4 10 13 9 6 3 15 39 50 49
yw27,0 12 2 15 1 19 11 7 17 18
ut27,6 3 4 8 10 13 9 15 18 0
7427,15 2 18 5 11 43 7 1 17 59
IA27,8 0 6 15 12 1 5 16 3 19
Qc27,9 13 4 8 15 3 18 10 6 2
Vg27,3 4 6 10 9 13 8 28 0 38
PW27,0 1 16 35 5 15 25 6 7 12
jb27,39 0 156 121 207 15 6 4 13 1
nV27,0 1 2 7 27 15 5 11 17 12
7c27,0 1 21 23 5 2 12 11 35 7
M827,6 8 3 4 13 10 9 28 33 38
rX27,2 7 0 19 17 15 5 12 1 16
4627,0 1 27 35 5 42 16 15 36 17
fL27,0 12 1 5 2 35 16 19 14 15
nW27,15 18 8 0 11 2 13 6 12 53
3627,50 66 18 11 39 65 15 8 49 13
io27,2 0 208 7 17 12 4 13 9 11
L427,7 2 62 15 11 270 26 18 90 17
or27,8 6 3 133 12 15 325 11 4 18
6H27,3 13 12 6 4 0 8 15 19 18
DU27,11 20 2 5 15 22 29 32 16 7
Tl27,45 56 77 51 2 0 137 295 298 13
Mk27,50 39 65 15 11 66 18 49 493 503
EO27,3 6 4 8 13 10 9 5 15 28
AH27,15 18 11 5 0 49 16 26 1 12
Zp27,0 1 5 16 12 35 19 17 15 2
AA27,2 7 0 11 12 1 15 19 17 21
L527,23 21 24 74 2 187 200 15 838 7
4p27,2 11 8 15 7 18 6 13 12 0
U727,11 15 2 18 20 7 22 0 29 32
DD27,15 18 8 11 0 6 1 67 2 26
Ty27,40 57 31 0 15 1 117 18 12 13
Dd27,0 1 23 21 12 24 7 5 27 2
Xn27,26 11 5 15 49 50 18 39 21 6
pP27,0 5 15 2 1 7 12 8 18 6
WF27,5 4 16 6 1 3 49 0 15 13
oi27,1 0 5 16 35 6 8 69 25 4
en27,0 1 15 5 35 16 42 12 11 81
df27,7 2 15 0 17 1 11 18 19 12
LU27,18 15 11 8 6 20 66 3 13 50
jt27,17 2 7 19 15 64 18 0 30 75
TE27,3 4 6 10 13 8 9 15 18 54
ua27,0 5 1 301 12 16 42 15 8 6
VN27,10 4 9 15 0 3 13 18 6 11
Rn27,15 2 195 12 18 7 11 325 342 67
i327,57 31 40 117 13 4 47 10 0 6
ay27,14 4 9 5 6 0 1 2 11 10
Jn27,2 15 9 4 18 5 14 13 49 60
dI27,15 11 0 1 21 23 2 18 27 26
iA27,0 2 1 7 19 35 11 15 17 5
pp27,4 9 10 3 13 6 15 37 18 28
bm27,7 2 17 75 15 11 0 18 9 19
PU27,14 0 1 5 12 7 2 35 16 15
7P27,3 4 6 13 10 9 5 28 15 8
YD27,0 12 15 2 52 1 19 8 329 6
yB27,4 13 3 6 10 9 8 28 33 38
oV27,2 44 7 15 46 11 18 5 109 0
7E27,6 8 0 14 5 3 16 15 1 66
DC27,0 1 27 21 23 11 35 15 5 24
X327,5 16 4 11 15 13 9 14 18 49
Kf27,2 7 15 3 21 17 0 9 6 18
DQ27,4 13 3 10 9 6 28 33 8 18
VJ27,15 18 2 7 11 43 60 12 0 49
af27,1 0 25 16 5 35 15 19 17 4
gO27,5 16 6 2 14 4 3 8 12 0
Tu27,15 5 2 18 11 7 0 49 16 12
gD27,11 2 15 7 18 20 9 29 22 13
2M27,2 64 7 12 15 5 0 11 26 425
FC27,15 18 11 26 96 0 49 708 59 463
7w27,2 15 7 11 19 17 53 58 0 18
bF27,7 2 17 19 0 15 48 1 11 30
uv27,3 4 13 6 8 10 41 9 54 15
tB27,0 1 5 8 12 35 16 26 15 6
ih27,4 10 9 13 6 3 8 15 0 18
M127,8 0 6 52 3 70 806 15 4 12
Tm27,21 26 11 15 2 23 7 1 18 0
eX27,4 3 6 13 9 10 8 28 0 1
NT27,3 6 8 4 13 61 10 9 33 28
eV27,1 0 36 35 15 7 17 19 2 11
S027,8 0 6 12 2 15 548 161 100 11
Qf27,3 6 4 13 8 9 10 28 33 38
Il27,14 0 2 7 1 15 17 12 19 11
Vm27,15 2 58 53 19 17 4 0 228 5
ZG27,39 50 65 66 4 13 10 256 15 493
XL27,4 10 13 3 6 9 8 28 18 15
Iv27,0 12 15 19 1 2 7 18 17 8
S227,7 2 17 48 19 15 12 0 14 18
yt27,0 1 42 5 306 4 16 11 15 6
Ci27,0 1 15 8 6 18 12 4 3 26
3l27,2 7 17 15 0 19 135 95 12 297
SD27,15 11 0 7 1 2 18 12 5 35
Im27,9 18 10 4 15 13 11 6 5 2
kI27,3 6 8 4 13 10 9 5 15 28
fS27,3 6 8 4 13 15 10 18 61 9
OP27,8 6 3 13 4 10 9 66 71 15
5E27,11 20 22 29 32 8 15 6 18 2
lG27,0 1 7 42 5 2 27 15 11 35
aH27,11 20 22 32 29 6 13 8 15 26
Cn27,4 28 33 78 86 38 13 3 257 1
Xv27,13 4 41 1 0 3 10 23 54 5
Og27,2 7 1 15 0 5 26 16 11 18
tj27,2 11 5 7 15 0 12 18 16 1
9f27,18 9 15 4 10 11 289 13 126 291
uR27,39 50 65 15 13 156 121 233 49 207
EQ27,2 7 1 0 3 17 16 8 15 5
OK27,7 2 15 1 0 17 26 18 30 62
Xt27,19 2 17 7 0 15 11 12 1 48
Cf27,8 6 3 4 13 10 0 9 15 558
Tk27,12 0 2 52 15 6 16 1 7 70
J027,19 17 7 1 2 0 48 524 15 753
EJ27,1 0 5 35 16 11 17 19 42 7
d927,1 0 27 35 15 7 11 2 42 17
VC27,5 16 1 0 11 15 81 14 6 49
0J27,2 7 17 19 15 48 0 1 11 30
bo27,15 18 2 17 43 60 11 0 7 30
mA27,61 2 12 15 7 8 5 6 0 3
XU27,11 15 50 18 39 26 65 20 66 13
1027,1 0 36 19 35 17 2 12 7 5
yQ27,3 4 6 8 13 15 10 9 5 18
Vz27,4 9 10 0 1 2 13 37 3 5
mP27,15 0 12 2 7 18 19 11 1 64
jp27,14 4 5 3 6 15 16 9 13 18
xZ27,1 0 5 16 27 15 35 2 7 11
zd27,4 3 6 9 13 10 28 38 33 8
t227,4 3 13 8 6 10 0 54 15 1
tw27,1 0 5 16 26 15 35 11 6 4
Wg27,0 1 35 12 4 5 17 36 6 19
7y27,12 0 3 2 237 19 4 13 15 17
hP27,13 4 3 8 6 9 10 12 15 18
r327,15 18 4 9 13 11 87 8 2 6
Ab27,13 15 6 8 4 11 152 71 10 18
W327,2 18 15 11 8 13 17 12 7 19
ht27,0 1 5 26 15 11 16 2 81 35
5Y27,0 1 5 3 6 4 16 8 15 12
FH27,2 0 9 15 14 7 11 4 12 1
fJ27,6 3 8 13 4 10 9 28 11 18
iR27,1 0 15 35 11 25 7 16 2 17
3L27,14 0 1 5 16 12 15 7 2 35
ba27,21 11 23 15 1 49 18 24 5 26
bX27,4 9 13 10 3 6 18 8 15 28
3y27,1 0 27 15 11 5 16 26 21 23
uq27,8 13 11 6 12 18 15 3 4 2
bA27,4 9 14 13 3 15 6 10 18 2
Di27,6 3 4 8 13 10 9 15 28 18
Gl27,1 0 36 35 7 15 27 11 2 17
fB27,2 7 15 17 11 30 18 0 19 12
uf27,14 5 15 6 4 18 16 9 49 3
KR27,14 0 2 66 12 15 5 19 253 17
lt27,21 23 7 1 0 24 2 11 15 74
PI27,4 9 13 6 10 3 14 15 18 8
ZL27,0 1 35 42 7 15 17 27 111 36
zi27,4 6 3 8 13 16 5 10 25 9
Hh27,0 1 5 6 16 69 4 8 12 3
X727,6 3 4 8 13 10 9 15 28 11
9s27,15 18 11 67 8 13 140 0 9 4
ZQ27,1 0 23 21 24 15 7 2 12 11
7M27,15 18 2 7 11 1 0 60 43 12
ZF27,2 77 13 45 56 51 4 295 137 9
Dv27,0 2 15 19 17 12 8 1 7 18
Rr27,5 61 0 1 16 6 7 8 2 12
ph27,4 31 3 13 6 57 40 47 10 9
UB27,15 12 18 0 2 11 7 17 1 19
5S27,15 18 2 43 4 9 11 7 60 59
PN27,8 6 3 0 4 13 15 12 10 18
gg27,5 1 0 16 2 19 7 17 15 35
gt27,0 1 2 19 7 12 17 5 15 11
XK27,0 1 16 5 12 63 15 26 352 6
A927,0 7 2 15 17 1 19 12 35 11
Ng27,2 17 7 30 15 18 19 11 9 5
vQ27,2 17 7 19 15 30 48 18 1 11
Yb27,8 6 15 11 26 18 5 16 66 1
HV27,8 6 3 13 4 2 15 0 10 7
hi27,11 2 7 15 9 18 62 13 26 4
w227,7 2 15 18 17 0 12 11 19 75
Aa27,26 21 15 23 49 249 222 11 18 181
y827,3 6 8 4 13 10 9 18 28 15
AU27,0 1 27 2 35 15 7 17 42 21
Uf27,0 12 2 15 19 7 1 17 11 52
Wx27,0 1 19 17 7 35 2 6 15 5
MO27,9 10 4 34 13 3 6 15 8 11
0r27,23 1 21 24 0 15 73 11 74 7
lf27,15 61 182 248 18 8 0 6 392 2
es27,39 50 121 156 15 207 13 338 4 233
DT27,0 1 27 23 21 11 15 7 2 12
EG27,0 1 17 2 7 19 35 5 12 15
iT27,1 0 15 35 23 21 36 24 27 12
DR27,0 14 5 1 12 16 35 19 17 7
Id27,8 2 5 6 12 30 7 26 13 0
n127,0 12 3 19 6 1 2 4 5 16
wj27,5 16 0 1 14 4 6 81 15 12
gy27,14 0 2 12 1 15 7 19 17 11
9427,2 7 11 26 15 21 0 18 23 1
1F27,4 9 10 34 6 13 3 8 15 2
7H27,7 2 15 18 17 75 11 12 19 0
vR27,5 16 1 0 6 3 4 8 15 11
9k27,0 12 15 2 18 1 11 79 19 13
gG27,50 65 18 66 15 11 39 49 8 493
oH27,17 2 19 7 0 1 15 13 6 4
8o27,0 161 1 356 100 15 12 8 6 704
Ku27,5 6 8 16 3 15 4 13 11 14
Fk27,15 8 12 161 548 100 0 6 2 18
I827,5 16 1 0 6 15 19 4 11 3
xh27,18 15 11 2 43 59 60 7 101 0
it27,8 4 6 3 13 12 0 15 10 9
VL27,2 7 26 11 0 1 270 62 15 21
PO27,0 1 2 7 14 17 19 35 5 15
UK27,15 0 2 12 7 17 1 19 18 68
EP27,14 0 5 12 8 2 15 6 16 19
HT27,4 10 9 13 6 15 18 1 8 0
Td27,2 7 15 0 12 1 11 19 5 18
LW27,1 0 5 35 16 14 15 17 36 19
6U27,15 18 11 8 60 67 12 4 9 13
5x27,1 0 25 35 16 19 5 7 17 12
pq27,1 13 4 0 27 3 9 63 15 36
sE27,4 9 10 13 3 6 37 28 15 8
6B27,5 14 0 16 1 6 19 12 17 15
5j27,11 15 18 49 8 50 22 20 2 66
yc27,1 0 35 36 15 7 27 11 2 16
kX27,1 0 26 15 23 5 16 21 35 12
WO27,5 16 6 14 15 8 12 0 71 1
yA27,3 4 13 6 10 8 9 28 38 33
LS27,2 7 11 30 15 17 12 19 18 55
Ja27,5 0 1 16 14 35 15 17 7 25
Na27,1 19 0 17 7 2 35 48 15 258
gk27,15 18 2 43 11 17 76 7 60 59
Bv27,15 16 133 11 5 18 0 630 1 67
Oe27,5 14 8 6 16 0 15 66 49 71
Qk27,0 1 36 35 14 15 12 7 2 19
Jr27,4 13 3 10 9 6 15 18 8 41
Nd27,0 12 5 1 16 2 19 15 14 35
S427,11 20 22 32 29 15 2 1 0 13
3r27,2 11 15 7 18 0 12 17 49 19
wl27,57 4 31 13 40 47 10 6 3 117
FB27,3 12 0 6 4 13 19 15 237 10
UC27,2 0 15 1 11 7 17 18 16 5
zs27,0 1 35 16 15 27 5 36 12 42
Sl27,3 4 6 13 8 9 0 10 1 28
Wn27,2 51 77 45 56 13 0 137 4 6
Ha27,3 6 4 13 8 9 10 28 15 33
pc27,0 5 19 12 17 1 2 15 16 7
s027,3 6 4 8 13 10 9 15 18 28
VU27,0 1 5 16 12 2 7 15 35 11
mg27,1 0 35 27 23 15 7 42 21 36
Jw27,2 15 18 11 7 30 9 13 17 0
UR27,11 0 1 15 2 20 21 12 26 7
B627,2 45 56 51 212 77 295 0 13 4
kO27,1 0 23 21 24 15 73 26 74 11
Re27,1 0 16 5 25 35 19 12 7 17
Ar27,0 1 4 13 42 15 6 35 3 93
O027,0 5 1 16 69 476 6 12 8 15
fU27,10 9 2 550 4 15 13 18 6 0
OO27,13 8 4 6 3 9 10 164 33 15
JW27,7 2 0 17 19 15 12 1 5 48
GJ27,2 7 62 15 11 18 411 64 17 12
ij27,4 10 9 13 3 18 15 0 97 278
oS27,0 1 19 17 2 15 7 12 35 11
Bc27,1 0 35 16 25 17 42 19 5 7
M627,17 19 0 1 2 7 12 15 5 8
qb27,4 3 6 10 13 9 8 28 38 33
pD27,11 20 22 29 32 2 8 15 18 7
B727,0 12 8 1 52 6 15 16 5 35
N227,13 4 41 15 3 18 11 1 8 6
QS27,15 18 11 2 9 314 67 7 13 10
lx27,10 4 13 188 9 594 18 3 15 6
4U27,2 7 11 15 18 17 19 75 12 0
dz27,5 16 0 1 15 8 11 18 49 6
kz27,11 21 0 15 26 66 23 39 50 1
7q27,21 23 24 2 11 15 73 0 7 18
mo27,39 156 207 338 121 50 529 233 15 202
IO27,2 7 15 17 30 18 11 12 19 0
MA27,8 6 3 2 13 4 15 7 12 18
NJ27,3 4 6 13 10 8 9 28 33 38
1H27,11 22 20 2 15 18 29 7 32 26
lk27,11 20 22 15 32 18 29 13 2 8
uk27,0 1 42 15 2 35 11 17 19 12
QP27,15 11 1 16 25 18 5 0 26 2
SX27,15 1 0 2 18 7 5 11 12 8
h127,4 3 6 13 10 9 28 8 38 33
KE27,15 2 182 17 392 18 11 5 634 19
lI27,8 13 3 4 6 18 15 2 10 9
nh27,5 1 16 15 0 2 7 8 6 11
pO27,15 18 12 0 4 13 3 8 6 9
Db27,0 1 4 3 5 6 9 12 13 19
RT27,3 6 4 13 8 10 9 28 33 0
8E27,26 5 16 11 4 8 0 49 15 18
7f27,18 15 11 2 7 21 49 12 0 26
p627,0 1 17 15 2 19 6 7 4 42
n927,2 7 17 30 9 15 19 4 3 5
cJ27,1 0 26 15 5 16 11 23 27 21
C027,49 5 80 18 15 11 265 26 21 23
fO27,0 1 27 15 42 35 11 7 63 36
lD27,18 15 0 5 11 49 9 4 1 10
3e27,5 14 15 16 18 49 4 6 9 11
Qn27,4 13 3 6 10 8 9 28 33 38
KW27,1 0 21 2 23 15 7 11 24 26
NL27,8 6 16 15 0 5 66 11 18 12
dq27,8 6 3 4 11 15 558 13 5 18
qs27,4 13 10 28 33 9 38 78 86 3
3j27,6 8 4 3 13 10 1 15 5 0
9q27,9 4 10 13 3 37 6 15 18 2
TI27,5 1 0 16 7 15 2 11 17 35
hV27,0 1 35 19 16 15 11 17 2 5
NB27,14 0 12 15 1 2 7 5 17 35
Jo27,11 15 2 20 22 18 7 1 29 0
0k27,0 1 11 15 27 18 4 9 5 13
1u27,8 6 13 3 4 15 10 9 18 28
ZZ27,9 10 4 34 15 13 0 6 2 11
Hd27,0 61 1 12 8 15 18 35 6 2
KO27,19 17 2 7 15 30 0 448 1 11
2x27,0 1 15 961 23 11 27 5 21 42
nm27,1 0 5 27 16 81 26 15 35 23
We27,3 4 6 9 13 0 10 1 28 38
0L27,15 18 0 12 4 2 11 8 536 7
la27,8 0 4 13 3 12 6 2 7 10
3N27,6 9 4 15 44 2 10 18 46 107
xB27,15 18 87 8 4 6 13 536 365 3
7V27,0 1 27 42 35 15 23 11 36 63
6727,2 8 15 11 141 7 3 18 6 0
MI27,0 1 27 2 12 15 17 7 19 35
BN27,2 53 58 0 19 17 15 7 12 228
rN27,21 26 23 24 15 12 73 0 62 1
jH27,3 6 4 8 13 10 9 15 0 12
ML27,5 16 4 6 3 14 0 1 15 9
Ix27,3 6 4 13 8 10 9 28 33 38
1V27,21 23 24 0 26 1 73 11 15 4
2Z27,3 4 13 6 12 9 10 15 8 38
LR27,9 10 4 34 6 8 15 13 3 18
2e27,2 7 64 26 17 11 62 15 30 18
mY27,2 7 11 18 15 75 208 13 17 19
7k27,4 13 33 10 8 6 28 3 9 38
Ev27,1 0 16 5 23 21 15 7 35 27
q027,0 12 2 15 1 17 7 19 26 23
gh27,0 530 226 15 874 12 8 18 52 6
Uk27,0 1 27 15 11 2 7 42 17 5
t727,15 18 4 8 87 6 13 536 365 3
cb27,15 18 11 10 5 773 13 805 9 4
4D27,0 1 27 15 2 7 17 12 18 19
9S27,16 1 5 0 25 15 35 11 17 26
nR27,11 20 22 32 29 6 15 66 18 13
PE27,50 65 4 15 18 13 6 3 39 10
G827,0 1 42 27 111 15 35 4 11 13
gX27,3 4 6 13 10 8 9 15 54 28
4r27,8 13 4 3 6 175 89 10 9 164
RC27,0 1 35 7 5 2 19 15 16 17
TO27,4 3 13 6 9 5 10 8 15 14
oO27,5 16 6 3 14 8 4 13 15 49
zn27,14 5 16 6 15 3 11 18 49 2
cr27,3 4 6 13 9 10 8 28 38 33
hM27,1 0 5 6 81 16 11 15 27 4
pX27,4 9 3 10 6 13 5 15 18 28
qk27,2 30 7 19 0 11 15 17 12 55
yD27,11 15 0 18 2 1 7 5 12 8
cV27,2 15 7 18 5 1 19 17 11 16
sn27,26 5 11 49 15 21 0 23 18 16
5H27,8 11 13 5 6 15 4 18 2 3
B227,0 15 8 18 61 11 1 5 12 6
rF27,11 18 15 2 7 50 53 13 214 8
NR27,4 3 13 6 10 9 8 28 33 38
wD27,3 6 8 13 4 10 9 28 0 18
R927,1 0 35 36 15 7 17 2 27 11
Ca27,5 49 80 15 265 16 2 18 0 12
jR27,0 1 27 42 5 12 35 8 36 63
3F27,15 0 2 18 12 17 60 76 19 7
sg27,0 1 15 12 23 35 7 21 24 2
Dq27,2 7 17 15 12 19 0 18 11 75
CR27,15 7 18 2 11 12 0 26 21 49
Iq27,1 0 35 36 17 7 15 2 19 287
3i27,11 20 22 32 29 2 15 6 13 4
Er27,0 52 125 70 12 15 8 1 2 6
0m27,15 2 0 7 1 11 18 26 21 23
wG27,3 6 8 4 13 10 9 28 15 33
Le27,0 1 27 15 26 23 11 21 35 5
Qo27,8 6 5 16 3 0 15 12 4 11
1527,4 9 10 3 13 6 15 18 2 8
Xy27,0 1 5 35 12 16 42 17 15 7
uF27,7 2 15 18 11 75 17 12 172 9
0U27,8 6 3 4 13 10 18 15 558 28
5h27,3 6 4 13 8 10 9 28 0 1
Sr27,2 7 0 11 18 15 1 19 12 64
4Q27,1 0 26 15 21 23 27 11 49 18
4327,2 7 15 11 17 18 75 30 12 19
3x27,18 31 11 15 40 13 10 2 57 12
cT27,17 19 1 0 7 2 35 48 15 258
4n27,0 15 12 1 11 2 7 8 19 23
RB27,0 1 5 16 35 12 17 19 15 14
Cp27,44 46 155 4 2 162 13 9 6 264
lB27,5 49 18 16 15 328 80 12 265 8
TB27,2 7 83 15 75 11 17 13 18 208
kp27,0 1 5 12 16 27 35 15 7 2
dh27,4 13 3 6 10 9 8 28 15 18
hl27,0 1 5 16 26 35 12 8 25 6
oN27,0 1 5 16 35 42 69 15 8 6
0e27,3 4 6 13 8 10 9 28 15 33
F627,0 52 12 70 2 1 19 125 15 7
T727,1 0 5 16 25 35 6 4 19 15
gP27,9 4 10 37 2 0 13 3 1 15
Sm27,0 1 27 23 15 42 35 7 5 11
Ld27,26 1 0 23 21 16 5 326 199 11
eI27,2 15 18 76 11 17 7 9 4 281
Ax27,7 2 1 0 17 19 48 15 35 11
IW27,0 1 5 16 12 35 69 8 15 42
5p27,0 1 21 23 24 15 2 73 12 11
Py27,11 15 0 21 2 7 18 23 24 12
gw27,11 20 22 32 29 26 15 2 1 18
Hy27,9 4 10 13 37 15 0 2 11 18
sR27,18 15 2 11 60 17 248 43 9 7
YI27,4 3 13 9 10 6 28 38 33 8
BG27,11 15 2 7 18 26 0 20 1 22
ta27,10 4 9 13 18 15 97 3 6 31
vd27,21 23 2 15 11 12 7 24 49 18
ek27,0 5 1 15 18 16 11 21 49 27
Nr27,11 15 18 2 7 5 22 20 0 12
QX27,15 11 2 18 7 17 0 60 1 30
0q27,15 0 11 18 8 2 1 13 12 4
R627,11 2 15 7 26 18 0 5 49 21
IK27,2 7 11 26 15 1 62 20 90 21
jM27,0 5 1 17 2 19 7 15 12 16
Kn27,9 10 4 34 13 18 11 15 2 6
sS27,3 4 13 6 8 10 9 28 38 33
gp27,15 11 5 18 49 8 1 0 7 16
2C27,2 7 15 135 17 95 297 18 12 0
xO27,14 0 2 15 1 5 7 16 49 11
9B27,0 1 5 15 11 35 26 16 23 81
dM27,2 7 11 30 1 15 0 17 12 19
yo27,0 1 11 5 15 26 16 23 8 18
uC27,4 3 13 6 8 10 9 33 28 38
Eo27,21 23 0 2 24 1 7 11 15 13
uB27,3 6 8 4 13 10 9 28 5 0
iY27,23 0 1 21 26 24 15 275 74 187
9327,18 15 67 11 9 314 10 2 170 4
hs27,2 17 15 19 30 340 11 143 18 7
au27,25 1 0 16 15 5 35 8 14 6
QC27,1 0 16 5 35 25 12 7 6 19
FO27,11 15 20 22 18 1 32 26 2 29
RR27,4 33 28 78 13 86 38 8 3 257
2f27,8 6 4 13 3 0 33 12 10 9
kc27,2 7 15 18 9 4 75 95 13 252
op27,0 1 12 2 15 11 27 7 21 5
ru27,11 15 5 18 2 49 0 380 88 7
pC27,1 0 16 5 35 27 15 11 36 21
vS27,0 1 35 15 5 12 42 19 2 7
5227,4 3 6 13 10 9 5 18 15 8
Ap27,5 16 26 49 11 15 18 0 1 4
et27,3 4 6 13 9 10 28 8 38 0
8c27,49 80 5 265 15 8 6 18 23 21
td27,2 7 15 11 18 12 104 17 21 26
ET27,4 10 9 3 6 13 8 28 38 15
d627,3 6 4 13 8 10 9 28 38 33
Xz27,2 7 15 18 17 11 0 12 19 198
NF27,8 18 11 15 6 50 133 66 3 49
9G27,4 3 13 6 10 9 8 28 33 38
mW27,2 7 17 19 0 1 15 12 11 30
lq27,2 0 7 1 12 15 18 17 19 5
7d27,5 16 14 1 0 6 4 15 3 84
OH27,7 2 17 19 0 48 11 15 12 1
kv27,3 6 4 8 13 9 10 5 15 28
1b27,2 7 19 17 0 15 12 11 1 13
MV27,0 1 35 36 5 19 15 16 42 17
jg27,3 6 4 8 13 9 10 15 2 12
o227,5 16 49 15 0 12 1 328 4 18
9W27,4 13 6 33 3 8 10 28 38 9
5v27,1 0 25 35 16 5 15 12 14 42
0727,18 15 49 11 26 21 2 31 0 67
hB27,1 0 5 16 35 15 27 42 81 36
8H27,6 3 4 13 8 10 9 15 28 18
iG27,15 2 11 7 18 0 1 13 12 88
q527,2 7 18 15 9 11 4 76 17 10
q127,4 3 6 13 10 9 28 38 8 33
DJ27,5 1 0 16 49 15 11 18 12 7
7a27,15 18 87 536 365 8 14 0 6 333
O827,18 9 15 4 2 13 11 10 8 6
1C27,4 13 3 6 41 10 15 8 18 9
2U27,5 16 1 0 11 15 81 6 4 26
xk27,0 2 53 15 58 1 7 17 11 19
qt27,2 17 7 15 30 19 0 18 12 60
4427,4 3 13 10 6 9 8 15 18 54
Fx27,12 11 15 0 2 18 195 7 20 49
OG27,0 12 1 2 7 15 17 19 35 5
PM27,11 18 15 26 5 1 0 16 2 7
Jl27,2 7 11 15 18 62 1 21 0 26
9U27,0 1 12 19 6 17 3 52 5 15
KX27,11 2 15 7 20 21 18 22 0 29
RO27,7 2 0 17 1 14 12 15 5 19
Uc27,5 16 14 15 6 18 0 71 12 3
kS27,8 6 141 0 3 5 13 247 15 396
Pd27,0 11 8 15 1 26 2 6 18 5
lb27,0 1 4 3 6 9 13 10 339 28
DM27,2 0 7 1 11 12 15 51 56 45
nA27,11 26 39 15 50 2 65 6 18 7
6y27,8 6 3 4 13 10 9 54 15 18
1n27,4 0 1 3 9 6 10 13 16 28
cI27,2 15 44 46 114 107 18 155 162 138
lY27,0 15 2 12 18 11 1 7 17 9
1k27,1 0 5 16 35 2 12 19 6 8
uV27,0 1 35 15 42 16 5 12 4 25
xY27,15 2 7 18 11 0 17 12 60 9
j227,5 0 1 14 16 35 15 6 7 8
in27,11 13 20 6 15 22 29 32 18 4
gH27,39 50 66 65 15 202 121 627 49 493
Ln27,0 12 52 2 1 15 19 7 70 17
Vt27,15 11 2 18 7 49 50 66 14 26
tO27,13 4 3 41 15 10 18 6 8 9
q627,11 22 20 13 32 6 4 29 8 10
Zi27,11 2 15 18 7 1 20 0 22 13
Bj27,3 4 6 13 10 9 28 8 38 15
RD27,0 5 1 12 15 23 16 6 11 2
